121942|945|42.0395,0.1436|2.9283|40.56|817.989|1769|9.26|1.022|-0.067|-0.157|313.2466|118.0081|162.2256|43.23|-18.998|-65.533|40.86|19.12|VSP|
121952|952|42.0395,0.1436|3.3194|40.55|812.1632|1827|7.64|0.984|0.008|-0.22|268.0934|320.398|168.4963|33.227|-14.338|-70.734|40.83|18.75|VSP|
122002|959|42.0396,0.1436|3.067|40.51|805.9915|1889|6.33|0.935|-0.026|-0.194|160.0696|218.125|184.4924|31.798|-16.847|-66.226|40.81|18.44|VSP|
122012|966|42.0396,0.1436|1.8982|40.51|800.5273|1943|6.33|1.093|-0.031|-0.094|220.6016|352.6301|83.6985|31.798|-24.374|-24.618|40.73|18.56|VSP|
122022|973|42.0396,0.1436|4.4805|40.47|795.2216|1997|5.76|1.033|-0.045|-0.208|202.4494|160.8865|290.0419|60.201|-16.668|-52.877|40.73|18.38|VSP|
122033|981|42.0396,0.1437|7.1482|40.46|789.711|2053|5.54|0.924|-0.02|-0.168|180.2016|123.7016|131.5511|30.011|-17.564|-67.613|40.64|17.94|VSP|
122043|989|42.0396,0.1438|7.9367|40.4|778.3627|2169|5.99|1.031|-0.02|-0.243|47.4113|248.4812|208.7391|29.654|-17.564|-65.879|40.58|17.69|VSP|
122053|997|42.0396,0.1439|5.8113|40.37|772.1662|2233|5.81|0.987|-0.096|-0.186|353.8291|55.5408|303.8608|23.402|-24.195|-29.992|40.55|17.56|VSP|
122103|1005|42.0396,0.1439|1.3148|40.32|766.9189|2288|5.42|1.008|0.038|-0.16|296.0537|293.7555|101.6321|60.022|-18.281|-47.156|40.47|17.38|VSP|
122113|1011|42.0396,0.1439|2.9277|40.26|761.3147|2347|5.42|1.003|0.03|-0.206|325.0898|67.7809|136.8223|32.334|-25.271|-25.832|40.46|17.06|VSP|
122123|1018|42.0396,0.1439|6.0267|40.21|755.481|2408|7.04|1.11|0.061|-0.23|349.6549|90.47|91.3082|8.396|-16.668|-52.877|40.36|16.69|VSP|
122134|1024|42.0395,0.144|8.9544|40.19|749.6661|2470|5.82|1.043|0.095|-0.31|244.8439|199.7119|256.5705|16.435|-23.299|-32.593|40.33|16.62|VSP|
122144|1029|42.0395,0.1441|9.9223|40.14|744.5086|2525|5.81|1.014|0.008|-0.252|30.755|147.6873|250.5184|5.181|-18.819|-35.54|40.26|16.12|VSP|
122154|1033|42.0395,0.1442|8.8136|40.1|739.3469|2580|6.86|1.053|-0.045|-0.179|54.5392|216.8072|4.5943|52.52|-12.904|-66.573|40.22|16.12|VSP|
122204|2436|42.0266,0.1507|15.7911|40.07|733.6229|2642|5.66|1.015|-0.019|-0.15|130.1718|189.5451|242.6689|7.146|-17.205|-48.543|40.16|15.69|VSP|
122214|2442|42.0265,0.1506|14.1335|40.03|728.2994|2699|6.99|1.003|-0.047|-0.182|260.2841|37.4248|230.6261|47.16|-25.091|-27.739|40.14|15.62|VSP|
122224|2448|42.0264,0.1506|14.098|39.99|722.6613|2761|6.99|1.015|0.035|-0.242|320.0182|66.8642|41.9193|40.908|-25.629|-30.339|40.07|15.25|VSP|
122235|2453|42.0262,0.1506|15.1106|39.93|717.7467|2815|9.1|1.052|-0.082|-0.148|217.4247|283.0518|312.4297|19.472|-23.837|-36.234|39.99|14.94|VSP|
122245|2458|42.0261,0.1505|16.2917|39.86|713.3717|2863|5.68|0.992|-0.048|-0.19|58.7939|201.5093|351.3123|51.626|-23.837|-34.847|39.95|14.69|VSP|
122255|2462|42.026,0.1505|17.2169|39.79|708.8502|2913|5.63|0.985|-0.022|-0.228|309.5733|192.9616|359.7814|28.939|-6.811|-78.709|39.89|14.44|VSP|
122305|2468|42.0258,0.1504|17.8373|39.74|703.7859|2972|5.81|0.928|-0.072|-0.178|9.3074|231.9439|209.4373|52.698|-11.65|-68.133|39.82|14.19|VSP|
122315|2473|42.0256,0.1504|18.6998|39.67|698.8965|3025|5.8|1.015|0.019|-0.141|109.2206|196.3166|323.492|16.792|-23.658|-48.543|39.73|14.0|VSP|
122325|2480|42.0255,0.1504|19.3269|39.61|693.8256|3082|6.33|1.005|0.006|-0.135|29.6367|152.8185|254.3933|20.007|-24.733|-38.487|39.7|13.88|VSP|
122336|2486|42.0253,0.1504|19.1629|39.59|688.6527|3140|6.33|0.961|0.025|-0.186|312.1686|14.1987|113.4563|33.763|-26.704|-26.178|39.65|14.25|VSP|
122346|2493|42.0251,0.1504|18.7651|39.51|683.833|3195|8.82|0.902|-0.038|-0.165|316.7842|87.8917|25.0849|16.971|-19.177|-62.932|39.56|14.56|VSP|
122356|2501|42.025,0.1503|18.76|39.44|679.743|3242|6.22|1.002|-0.028|-0.177|310.0104|267.514|171.1531|5.895|-14.517|-58.078|39.47|14.06|VSP|
122406|2507|42.0248,0.1503|19.3007|39.41|674.6841|3301|7.9|1.019|-0.025|-0.192|338.5501|13.1207|127.916|10.182|-19.535|-35.193|39.41|13.69|VSP|
122416|2513|42.0246,0.1502|20.4536|39.35|670.2135|3353|6.06|1.058|-0.011|-0.096|88.295|179.7008|228.1306|32.691|-9.14|-76.455|39.34|13.5|VSP|
122426|2519|42.0244,0.1501|21.3027|39.33|665.5713|3407|9.36|0.886|0.038|-0.163|11.3233|324.3726|39.9818|52.877|-20.432|-51.663|39.3|13.5|VSP|
122437|2526|42.0242,0.1501|20.8766|39.26|661.7892|3451|9.36|1.011|-0.06|-0.152|264.159|256.8103|0.6982|26.974|-13.8|-70.214|39.2|13.31|VSP|
122447|2532|42.0241,0.1501|18.1941|39.18|657.3723|3503|7.77|0.997|-0.025|-0.204|111.2812|98.3769|251.3566|50.912|-16.668|-63.279|39.15|13.12|VSP|
122457|2539|42.0239,0.1501|15.2293|39.11|653.4834|3549|5.92|1.036|-0.008|-0.225|243.5071|111.8987|61.8901|40.551|-13.442|-72.641|39.03|13.12|VSP|
122507|2545|42.0238,0.1501|14.2995|39.04|649.6603|3595|6.1|1.048|-0.023|-0.234|165.3408|262.7011|41.0811|13.577|-11.47|-68.653|38.97|12.31|VSP|
122517|2551|42.0237,0.15|15.879|38.95|644.6394|3655|6.27|0.978|-0.008|-0.162|249.7777|158.0324|358.2238|62.702|-19.535|-44.555|38.88|12.0|VSP|
122527|2557|42.0235,0.15|18.1714|38.88|640.2258|3708|6.29|0.992|-0.023|-0.179|94.0839|181.3984|210.7551|43.766|-8.065|-77.148|38.83|11.62|VSP|
122537|2564|42.0233,0.15|18.7929|38.83|635.8524|3761|6.29|1.027|-0.049|-0.187|274.2643|327.0082|281.3541|10.718|-18.998|-40.568|38.73|11.44|VSP|
122548|2570|42.0232,0.15|17.8122|38.74|631.41|3815|7.57|1.016|-0.016|-0.148|190.1052|24.9237|11.8242|8.753|-17.743|-55.651|38.64|11.44|VSP|
122558|2576|42.023,0.1499|16.6474|38.68|626.6626|3873|6.08|0.99|-0.021|-0.214|238.4544|228.99|9.1673|16.613|-22.045|-34.153|38.58|11.19|VSP|
122608|2583|42.0229,0.1499|16.8659|38.65|622.1728|3928|6.44|0.979|0.023|-0.227|3.215|258.3467|79.5053|49.84|-24.912|-34.5|38.51|10.88|VSP|
122618|2590|42.0227,0.1499|17.2622|38.58|618.1294|3979|7.57|1.03|0.017|-0.245|128.1558|245.6843|167.6581|15.72|-23.299|-37.101|38.44|10.69|VSP|
122628|2597|42.0226,0.1499|17.5161|38.48|613.8231|4032|6.07|1.0|0.021|-0.223|13.9589|154.5161|221.1617|12.147|-21.148|-32.246|38.34|10.44|VSP|
122639|00009|41.9835,0.162|16.1694|38.41|609.213|4090|6.31|1.068|0.018|-0.141|149.9431|31.9137|198.0142|14.648|-15.413|-59.985|38.19|10.25|VSP|
122649|4067|41.9834,0.1621|13.9505|38.32|605.6963|4134|6.31|1.001|-0.068|-0.163|178.1432|273.4261|317.3826|54.127|-23.478|-35.887|38.14|9.75|VSP|
122659|4073|41.9833,0.1621|13.2643|38.27|601.4553|4188|8.56|0.982|-0.001|-0.158|81.0439|170.4549|328.9245|47.696|-24.195|-27.565|38.04|9.75|VSP|
122709|4079|41.9831,0.1622|15.0946|38.19|597.4314|4239|6.11|1.029|-0.048|-0.161|328.6656|118.7275|178.1432|15.006|-16.489|-62.759|37.98|9.62|VSP|
122719|4085|41.983,0.1622|17.3614|38.11|592.9089|4297|6.51|0.927|0.009|-0.15|166.1005|162.6054|309.9914|51.448|-8.244|-73.161|37.87|9.25|VSP|
122729|4092|41.9828,0.1623|18.1601|38.03|588.7594|4351|6.07|0.933|0.017|-0.143|49.0091|16.8343|103.8306|31.976|-15.592|-71.254|37.8|9.19|VSP|
122740|4098|41.9827,0.1624|17.1177|37.94|585.2825|4396|6.4|1.122|0.055|-0.189|239.2926|147.3287|8.9275|49.661|-23.299|-26.699|37.71|9.31|VSP|
122750|4105|41.9826,0.1625|15.7078|37.84|581.3689|4447|6.4|1.021|-0.027|-0.18|332.4407|312.7883|58.5563|47.16|-24.374|-30.166|37.6|9.12|VSP|
122800|4111|41.9825,0.1626|15.1923|37.77|577.074|4503|8.52|0.988|-0.017|-0.164|218.5049|219.4428|237.1578|56.271|-16.668|-60.505|37.52|9.12|VSP|
122810|4117|41.9823,0.1627|15.8194|37.73|572.2624|4566|6.33|1.058|-0.021|-0.13|173.3113|184.7322|275.2022|22.508|-12.187|-71.427|37.44|8.31|VSP|
122820|4122|41.9822,0.1628|17.4493|37.61|568.3151|4619|6.18|1.035|0.045|-0.194|317.8812|349.5149|146.8491|19.293|-16.847|-63.452|37.36|8.19|VSP|
122830|4127|41.9821,0.1629|18.4624|37.53|564.3027|4672|6.38|0.911|-0.041|-0.127|90.5698|131.1713|241.3511|32.155|-12.546|-75.241|37.27|7.56|VSP|
122841|4133|41.9819,0.163|18.3616|37.44|560.5508|4722|6.18|1.004|0.043|-0.17|222.9379|84.3394|0.4584|36.085|-25.091|-23.925|37.12|7.56|VSP|
122851|4138|41.9818,0.1631|18.5066|37.33|555.7053|4788|5.97|1.066|-0.024|-0.211|64.3878|105.6067|13.5006|9.289|-18.998|-48.196|37.08|7.12|VSP|
122901|4144|41.9816,0.1632|18.9558|37.27|551.4024|4846|5.97|0.964|0.016|-0.228|172.4306|202.2074|333.2789|24.295|-24.374|-29.472|36.95|6.75|VSP|
122911|4149|41.9814,0.1632|18.9137|37.16|547.6372|4898|6.78|0.983|-0.031|-0.131|19.0328|140.797|284.9892|44.124|-26.704|-25.485|36.87|6.44|VSP|
122921|4154|41.9813,0.1633|17.44|37.06|544.0408|4947|6.26|0.988|-0.029|-0.171|275.9194|183.3359|78.5058|20.007|-17.205|-64.839|36.76|6.06|VSP|
122931|4159|41.9811,0.1633|15.1959|36.98|540.4222|4997|6.48|0.947|-0.02|-0.214|0.8382|264.019|120.4463|39.3|-14.338|-72.121|36.67|6.06|VSP|
122942|4164|41.981,0.1633|13.7058|36.88|536.4801|5052|6.66|0.975|-0.032|-0.235|331.1229|174.1686|195.6184|6.61|-17.026|-50.45|36.59|5.5|VSP|
122952|4170|41.9809,0.1634|14.0779|36.76|532.7951|5103|6.61|0.963|-0.021|-0.208|130.1908|173.95|325.2894|31.44|-24.374|-29.126|36.47|5.0|VSP|
123002|4175|41.9808,0.1635|14.9014|36.67|529.1358|5155|6.61|1.021|0.052|-0.23|11.2236|100.5541|229.4696|29.654|-16.489|-69.0|36.33|4.56|VSP|
123012|4181|41.9807,0.1636|15.4956|36.59|526.1869|5196|7.88|1.032|-0.02|-0.184|286.5065|287.6248|201.9676|37.871|-27.6|-29.472|36.28|4.81|VSP|
123022|4187|41.9805,0.1637|16.321|36.47|522.3654|5251|6.66|1.066|-0.044|-0.176|277.9567|231.2458|257.9668|55.021|-10.753|-66.573|36.17|4.44|VSP|
123032|4193|41.9804,0.1638|17.4585|36.38|518.7847|5302|6.64|1.006|-0.015|-0.156|295.5931|141.1768|346.0411|28.225|-10.753|-74.548|36.03|3.81|VSP|
123043|4197|41.9803,0.1639|18.0198|36.29|515.4155|5350|6.38|1.003|-0.008|-0.199|343.1422|42.3989|344.7233|52.698|-24.912|-32.766|35.92|3.31|VSP|
123053|4201|41.9801,0.164|17.6487|36.2|512.1113|5398|6.66|1.033|-0.029|-0.143|18.672|77.1095|92.6473|15.899|-14.876|-64.666|35.82|2.94|VSP|
123103|4206|41.98,0.1641|16.8489|36.13|508.4766|5451|6.69|1.009|0.049|-0.236|307.6954|302.683|174.1686|35.549|-14.517|-71.254|35.72|2.62|VSP|
123113|4210|41.9799,0.1642|16.2224|36.03|504.4661|5509|6.69|1.024|0.003|-0.232|115.3937|31.9137|95.2829|26.081|-18.639|-66.573|35.6|2.31|VSP|
123123|5604|41.9513,0.1818|14.6125|35.91|501.6484|5550|6.76|1.007|-0.008|-0.203|73.4532|165.0225|66.8642|31.619|-11.65|-74.374|35.49|2.06|VSP|
123134|5609|41.9512,0.1818|14.1088|35.81|499.0751|5588|6.32|0.899|-0.011|-0.138|206.0633|342.9259|79.5053|46.625|-10.574|-74.374|35.4|2.12|VSP|
123144|5613|41.9511,0.1819|13.5516|35.69|496.3206|5629|7.8|1.036|-0.08|-0.12|197.9952|198.254|267.3527|17.149|-22.941|-32.246|35.09|1.69|VSP|
123154|5618|41.951,0.182|12.6542|35.5|489.7147|5728|6.41|0.927|0.008|-0.216|168.2587|292.896|348.8167|20.007|-25.45|-41.955|35.01|1.38|VSP|
123204|5624|41.9509,0.1821|11.3404|35.39|486.4589|5777|6.82|0.977|-0.03|-0.223|18.6933|188.6071|113.6961|54.127|-14.517|-64.666|34.91|0.94|VSP|
123214|5629|41.9508,0.1821|9.9413|35.27|483.3132|5824|6.82|1.01|-0.025|-0.162|183.1746|121.3058|6.7715|9.111|-18.46|-52.183|34.76|0.94|VSP|
123224|5635|41.9508,0.1822|9.1487|35.19|479.9929|5875|6.27|1.065|-0.03|-0.186|291.4594|145.37|286.1457|35.192|-24.195|-21.671|34.64|0.5|VSP|
123234|5641|41.9507,0.1822|9.547|35.11|476.3054|5931|6.58|1.09|0.004|-0.289|180.8|46.7534|124.16|11.433|-19.715|-38.141|34.53|0.12|VSP|
123245|5646|41.9506,0.1822|10.6383|34.99|472.9042|5983|6.48|0.967|0.012|-0.136|208.9387|6.7715|283.6714|17.864|-21.148|-25.312|34.44|-0.06|VSP|
123255|5651|41.9505,0.1822|11.1009|34.9|469.086|6043|8.02|0.955|-0.0|-0.13|52.1624|344.0039|83.7983|56.45|-20.79|-48.543|34.33|-0.62|VSP|
123305|5655|41.9504,0.1822|11.034|34.79|466.7628|6079|6.42|1.078|-0.01|-0.182|345.538|48.9306|31.7737|44.124|-21.686|-60.158|34.2|-0.75|VSP|
123315|5660|41.9503,0.1823|11.7793|34.67|463.2351|6134|6.6|1.033|-0.008|-0.163|220.6821|234.7408|161.3661|40.372|-15.413|-71.08|34.09|-0.94|VSP|
123325|5665|41.9502,0.1823|13.4946|34.58|460.1184|6183|6.6|0.969|-0.012|-0.168|53.9598|157.6313|122.8634|51.448|-23.658|-38.141|34.01|-1.44|VSP|
123335|5669|41.9501,0.1823|14.5339|34.45|457.2611|6228|6.37|0.957|0.0|-0.15|226.713|302.9228|237.1578|51.269|-20.969|-26.178|33.88|-1.56|VSP|
123345|5674|41.9499,0.1824|13.7937|34.34|453.8716|6282|6.47|1.037|-0.02|-0.149|293.6367|170.5335|173.5489|4.466|-17.026|-40.048|33.75|-1.62|VSP|
123356|5679|41.9498,0.1825|12.6901|34.26|450.1429|6342|6.86|1.054|0.034|-0.2|265.9139|325.6904|22.9077|23.759|-25.629|-35.54|33.65|-2.06|VSP|
123406|5685|41.9497,0.1825|12.7703|34.14|446.9325|6393|6.78|1.004|-0.02|-0.182|344.2627|21.8297|276.1402|59.308|-18.281|-47.849|33.54|-2.69|VSP|
123416|5691|41.9496,0.1826|13.9099|34.02|443.906|6442|6.84|1.015|-0.031|-0.188|143.093|216.1876|278.4787|38.586|-10.753|-75.935|33.39|-3.19|VSP|
123426|5696|41.9495,0.1827|15.1383|33.92|440.6256|6496|6.84|0.859|-0.019|-0.189|120.0643|110.4196|324.6124|42.516|-11.47|-75.241|33.28|-3.88|VSP|
123436|5701|41.9494,0.1828|15.1615|33.78|437.2805|6551|6.66|1.102|0.042|-0.275|219.7229|247.8615|38.1844|31.44|-21.507|-19.764|33.16|-4.19|VSP|
123446|5705|41.9493,0.1829|14.5334|33.66|433.8461|6607|9.03|0.955|0.031|-0.149|124.16|89.8292|69.0202|15.72|-20.432|-30.513|33.07|-4.19|VSP|
123457|5711|41.9491,0.1829|14.4542|33.58|430.3122|6666|6.4|0.993|0.045|-0.171|204.2446|325.6692|253.6739|26.26|-12.366|-72.987|32.91|-4.0|VSP|
123507|5716|41.949,0.183|15.0458|33.45|426.7251|6726|6.92|0.989|0.056|-0.265|31.9137|321.9344|291.5782|27.332|-9.857|-76.802|32.78|-4.44|VSP|
123517|5721|41.9489,0.183|14.4814|33.33|423.4591|6781|6.22|0.989|-0.025|-0.156|58.1574|246.5437|84.5792|10.361|-16.13|-60.678|32.68|-5.0|VSP|
123527|5726|41.9488,0.183|12.3674|33.22|420.1897|6836|6.63|1.057|0.046|-0.246|242.5691|12.6411|97.0803|14.827|-24.195|-46.636|32.55|-5.12|VSP|
123537|5732|41.9487,0.1831|10.6491|33.09|417.3249|6885|6.63|0.957|0.037|-0.185|35.7886|66.6244|125.8788|59.487|-13.083|-61.892|32.44|-5.44|VSP|
123547|5737|41.9486,0.1831|10.5899|32.97|414.4088|6935|8.7|0.968|-0.024|-0.162|341.2092|170.9133|327.8465|54.485|-17.026|-56.344|32.31|-5.56|VSP|
123558|00012|41.92,0.2115|22.2058|32.86|410.6591|7000|7.96|0.979|-0.051|-0.237|140.6972|89.1522|326.3886|61.63|-19.177|-37.621|32.18|-5.94|VSP|
123608|7146|41.9198,0.2117|24.1123|32.72|407.6126|7052|6.29|0.985|-0.015|-0.194|140.5359|244.1479|31.0543|12.683|-20.611|-52.877|32.08|-6.69|VSP|
123618|7152|41.9196,0.2119|25.8552|32.58|404.6328|7104|6.36|1.033|-0.027|-0.181|346.4994|82.0009|196.0768|55.021|-22.941|-37.794|31.92|-7.12|VSP|
123628|7158|41.9195,0.212|25.7211|32.48|401.4317|7161|7.3|1.091|-0.033|-0.21|100.8151|67.7809|22.7464|25.545|-23.837|-26.872|31.77|-7.62|VSP|
123639|7164|41.9193,0.2122|24.9619|32.35|397.9856|7222|7.3|0.901|0.059|-0.26|225.7135|101.5536|315.4239|14.827|-20.969|-55.998|31.69|-8.06|VSP|
123649|7170|41.9191,0.2124|24.6915|32.22|394.7954|7278|6.56|0.901|-0.062|-0.215|141.875|51.5662|284.8492|52.162|-13.621|-63.799|31.53|-8.38|VSP|
123659|7176|41.9189,0.2125|24.4746|32.1|392.3182|7323|6.82|1.017|-0.018|-0.158|237.2364|350.3743|358.922|38.586|-15.772|-70.387|31.38|-8.44|VSP|
123709|7182|41.9187,0.2127|22.872|31.97|389.2002|7379|6.27|0.935|-0.021|-0.176|164.6214|123.0034|246.5437|64.667|-15.772|-48.889|31.25|-9.12|VSP|
123719|7187|41.9185,0.2128|20.6171|31.84|386.5216|7427|7.93|1.029|-0.031|-0.229|293.0148|88.1315|29.9763|12.862|-20.432|-33.286|31.12|-9.12|VSP|
123729|7193|41.9184,0.2129|19.4729|31.74|384.1655|7470|6.4|1.044|0.002|-0.198|95.3826|348.8167|191.7223|27.868|-8.603|-76.975|31.04|-9.44|VSP|
123740|7198|41.9182,0.2131|20.7353|31.61|381.5291|7519|6.79|1.045|0.032|-0.236|107.0668|73.6145|214.6088|15.184|-22.403|-36.927|30.91|-9.69|VSP|
123750|7205|41.9181,0.2132|21.5757|31.48|378.9415|7566|6.79|0.836|-0.004|-0.158|302.4029|323.7318|20.809|19.114|-17.743|-61.892|30.76|-9.44|VSP|
123800|7211|41.9179,0.2134|20.2567|31.38|377.0498|7601|6.83|1.052|0.024|-0.179|13.4815|201.9889|353.15|59.308|-21.148|-39.181|30.64|-9.12|VSP|
123810|7218|41.9178,0.2135|18.4033|31.22|375.3913|7632|6.46|0.978|-0.016|-0.188|27.2409|78.0475|324.3726|43.766|-18.102|-67.093|30.49|-9.25|VSP|
123820|7224|41.9177,0.2137|18.4058|31.09|373.606|7665|6.54|1.007|0.016|-0.189|224.9751|281.0931|353.6296|13.398|-21.686|-43.862|30.33|-9.25|VSP|
123830|7229|41.9176,0.2138|20.5991|30.97|371.6844|7701|6.93|0.934|-0.008|-0.148|355.9066|265.5766|9.1673|46.446|-27.242|-44.382|30.17|-8.88|VSP|
123841|7234|41.9174,0.214|22.5559|30.81|369.2038|7748|6.8|1.098|-0.041|-0.257|289.3225|13.0422|323.1121|16.077|-18.281|-64.492|30.05|-9.88|VSP|
123851|7238|41.9173,0.2142|22.7409|30.66|366.8536|7792|6.37|1.05|-0.018|-0.2|279.8941|332.6805|279.5567|48.947|-25.45|-38.834|29.9|-10.62|VSP|
123901|7242|41.9171,0.2144|22.0897|30.54|365.2665|7822|6.37|1.068|-0.008|-0.198|158.7708|77.3493|308.4338|49.483|-17.743|-62.239|29.75|-10.69|VSP|
123911|7246|41.917,0.2146|22.8031|30.4|362.767|7870|6.33|1.038|-0.008|-0.207|117.9083|5.7508|343.6028|29.654|-10.753|-76.975|29.59|-10.75|VSP|
123921|7251|41.9168,0.2148|24.5908|30.27|360.1311|7921|8.77|0.969|0.012|-0.186|182.6972|176.8254|137.9216|28.939|-22.941|-21.497|29.48|-11.31|VSP|
123931|7257|41.9166,0.215|25.0076|30.16|357.8175|7965|6.37|0.964|0.002|-0.218|276.6388|158.8918|129.4524|29.118|-26.346|-27.912|29.33|-11.5|VSP|
123942|7263|41.9165,0.2151|24.0264|30.02|356.0664|7999|6.54|0.984|-0.029|-0.188|358.3236|93.9651|318.9189|52.341|-23.837|-28.952|29.19|-11.62|VSP|
123952|7269|41.9163,0.2153|23.514|29.88|354.7561|8025|7.87|0.986|-0.003|-0.193|249.2196|20.9703|139.6977|7.86|-16.489|-52.01|29.02|-11.38|VSP|
124002|7276|41.9161,0.2154|23.8398|29.76|353.3955|8051|7.87|1.009|0.033|-0.204|49.4865|290.7188|3.9534|26.974|-16.309|-71.601|28.91|-11.38|VSP|
124012|7286|41.9157,0.2157|23.3484|29.61|351.8418|8082|6.66|1.012|0.006|-0.209|323.2734|350.3531|95.2616|12.505|-17.205|-61.719|28.77|-11.31|VSP|
124022|7290|41.9156,0.2159|22.7013|29.47|350.4312|8109|6.6|1.042|-0.008|-0.201|175.1468|15.9961|340.5873|48.411|-24.195|-32.073|28.65|-11.69|VSP|
124032|7290|41.9156,0.2159|22.7013|29.35|348.2563|8152|7.81|1.068|-0.041|-0.195|255.1912|128.9728|57.2385|9.825|-20.969|-34.847|28.48|-12.25|VSP|
124042|8490|41.8763,0.2547|23.7113|29.22|345.6002|8205|6.67|1.107|0.045|-0.203|10.4661|107.3044|81.9223|16.435|-24.374|-44.382|28.36|-12.56|VSP|
124053|8492|41.8761,0.2549|23.0426|29.08|343.1792|8253|7.42|0.985|0.004|-0.196|77.8289|326.7684|256.8103|18.221|-16.847|-67.613|28.22|-12.88|VSP|
124103|8495|41.876,0.2551|21.8877|28.96|340.1795|8313|7.42|0.986|0.028|-0.14|346.9578|353.7081|232.1052|58.772|-21.328|-32.766|28.06|-12.94|VSP|
124113|8498|41.8758,0.2552|21.6137|28.82|338.5634|8346|6.82|1.078|-0.016|-0.232|317.3613|13.9589|102.7526|43.766|-22.761|-23.058|27.91|-13.19|VSP|
124123|8501|41.8756,0.2554|22.4438|28.67|336.8805|8380|7.29|0.905|0.022|-0.162|174.888|42.3989|88.5114|52.52|-24.733|-29.472|27.76|-12.69|VSP|
124133|8503|41.8755,0.2556|23.4471|28.54|335.3117|8412|6.13|0.934|0.017|-0.203|41.4609|275.5821|221.0004|8.575|-20.432|-41.261|27.6|-12.94|VSP|
124143|8505|41.8753,0.2557|23.0786|28.38|333.5663|8448|7.99|1.006|-0.013|-0.21|317.0005|99.3976|157.4127|17.507|-15.772|-67.266|27.5|-13.19|VSP|
